Estado ,< 1 ,1 - 4 ,5 - 9 ,10 - 14 ,15 - 19 ,20 - 24 ,25 - 44 ,45 - 49 ,50 - 59 ,60 - 64 ,65 y + ,Ign. ,Total
Aguascalientes ,2 ,4 ,1 ,5 ,11 ,14 ,61 ,3 ,10 ,3 ,3 ,0 ,117
Baja California ,0 ,1 ,8 ,6 ,32 ,60 ,149 ,26 ,27 ,1 ,3 ,0 ,313
Baja California Sur ,0 ,1 ,4 ,5 ,9 ,25 ,67 ,7 ,1 ,0 ,1 ,0 ,120
Campeche ,0 ,23 ,123 ,173 ,125 ,145 ,565 ,65 ,41 ,14 ,11 ,0 ,1 285
Coahuila ,0 ,1 ,2 ,0 ,21 ,32 ,55 ,6 ,4 ,2 ,2 ,0 ,125
Colima ,0 ,3 ,2 ,2 ,3 ,4 ,13 ,2 ,1 ,1 ,0 ,0 ,31
Chiapas ,1 ,5 ,20 ,31 ,71 ,86 ,228 ,30 ,16 ,3 ,2 ,0 ,493
Chihuahua ,3 ,8 ,9 ,70 ,230 ,267 ,841 ,146 ,111 ,20 ,21 ,0 ,1 726
Distrito Federal ,1 ,14 ,53 ,80 ,95 ,103 ,293 ,40 ,45 ,15 ,13 ,0 ,752
Durango ,0 ,1 ,3 ,8 ,28 ,19 ,106 ,13 ,16 ,2 ,2 ,0 ,198
Guanajuato ,6 ,23 ,41 ,98 ,331 ,383 ,1 011 ,187 ,162 ,41 ,40 ,0 ,2 323
Guerrero ,0 ,2 ,6 ,20 ,40 ,39 ,125 ,15 ,19 ,3 ,14 ,0 ,283
Hidalgo ,4 ,12 ,45 ,68 ,153 ,233 ,715 ,71 ,72 ,13 ,12 ,3 ,1 401
Jalisco ,2 ,20 ,26 ,60 ,213 ,302 ,1 090 ,114 ,56 ,12 ,38 ,1 ,1 934
México ,12 ,45 ,70 ,44 ,38 ,52 ,125 ,22 ,18 ,4 ,2 ,0 ,432
Michoacán ,0 ,0 ,12 ,42 ,210 ,223 ,698 ,115 ,98 ,24 ,22 ,0 ,1 444
Morelos ,0 ,1 ,8 ,14 ,41 ,34 ,176 ,12 ,24 ,3 ,8 ,0 ,321
Nayarit ,4 ,20 ,58 ,82 ,130 ,121 ,410 ,52 ,52 ,11 ,13 ,0 ,953
Nuevo León ,6 ,18 ,45 ,49 ,105 ,139 ,396 ,75 ,43 ,10 ,10 ,0 ,896
Oaxaca ,0 ,3 ,9 ,30 ,95 ,105 ,400 ,59 ,36 ,8 ,12 ,0 ,757
Puebla ,1 ,12 ,17 ,32 ,55 ,83 ,274 ,41 ,37 ,6 ,13 ,0 ,571
Querétaro ,2 ,11 ,22 ,128 ,597 ,760 ,1 889 ,227 ,257 ,71 ,79 ,0 ,4 043
Quintana Roo ,0 ,2 ,4 ,13 ,19 ,43 ,90 ,19 ,19 ,1 ,2 ,0 ,212
San Luis Potosí ,2 ,2 ,5 ,9 ,17 ,37 ,104 ,13 ,14 ,5 ,3 ,0 ,211
Sinaloa ,3 ,23 ,36 ,22 ,14 ,28 ,90 ,12 ,12 ,1 ,3 ,0 ,244
Sonora ,1 ,2 ,1 ,3 ,19 ,44 ,71 ,11 ,4 ,2 ,2 ,0 ,160
Tabasco ,0 ,4 ,43 ,61 ,186 ,147 ,590 ,65 ,61 ,7 ,12 ,0 ,1 176
Tamaulipas ,4 ,17 ,11 ,12 ,126 ,53 ,244 ,66 ,67 ,3 ,13 ,0 ,616
Tlaxcala ,0 ,1 ,7 ,13 ,40 ,41 ,125 ,19 ,8 ,2 ,0 ,2 ,258
Veracruz ,2 ,3 ,17 ,23 ,62 ,54 ,219 ,31 ,20 ,4 ,4 ,0 ,439
Yucatán ,5 ,13 ,20 ,38 ,194 ,232 ,690 ,62 ,65 ,10 ,8 ,0 ,1 337
Zacatecas ,0 ,3 ,8 ,40 ,147 ,166 ,621 ,97 ,85 ,22 ,17 ,0 ,1 206
TOTAL GLOBAL ,61 ,298 ,736 ,1 281 ,3 457 ,4 074 ,12 531 ,1 723 ,1 501 ,324 ,385 ,6 ,26 377
